Employee_ID,Employee_Name,Email,Department,Country,Status
E0077,Employee 77,user77@vendor.com,IT,Germany,Active
E0078,Employee 78,user78@company.com,HR,UK,Inactive
E0079,Employee 79,user79@company.com,HR,UK,Active
E0080,Employee 80,user80@company.com,Operations,UK,Inactive
E0081,Employee 81,user81@company.com,IT,Germany,Inactive
E0082,Employee 82,user82@vendor.com,Finance,Canada,Active
E0083,Employee 83,user83@company.com,Finance,Canada,Active
E0084,Employee 84,user84@external.org,IT,Germany,Inactive
E0085,Employee 85,user85@external.org,Operations,India,Inactive
E0086,Employee 86,user86@external.org,Sales,USA,Active
E0087,Employee 87,user87@external.org,HR,India,Inactive
E0088,Employee 88,user88@vendor.com,Finance,Germany,Inactive
E0089,Employee 89,user89@external.org,HR,Germany,Active
E0090,Employee 90,user90@external.org,Operations,Canada,Active
E0091,Employee 91,user91@vendor.com,Finance,UK,Inactive
E0092,Employee 92,user92@company.com,Finance,UK,Inactive
E0093,Employee 93,user93@vendor.com,Operations,Canada,Active
E0094,Employee 94,user94@external.org,IT,UK,Active
E0095,Employee 95,user95@company.com,Sales,USA,Active
E0096,Employee 96,user96@company.com,Sales,UK,Active
E0097,Employee 97,user97@external.org,Sales,India,Active
E0098,Employee 98,user98@company.com,Finance,Canada,Inactive
E0099,Employee 99,user99@company.com,IT,Germany,Inactive
E0100,Employee 100,user100@external.org,HR,USA,Inactive
E0101,Employee 101,user101@vendor.com,Operations,Germany,Inactive
E0102,Employee 102,user102@external.org,Finance,India,Active
E0103,Employee 103,user103@company.com,IT,India,Active
E0104,Employee 104,user104@vendor.com,HR,Canada,Inactive
E0105,Employee 105,user105@external.org,HR,Canada,Inactive
E0106,Employee 106,user106@company.com,Sales,Germany,Active
E0107,Employee 107,user107@vendor.com,IT,Germany,Inactive
E0108,Employee 108,user108@vendor.com,IT,USA,Active
E0109,Employee 109,user109@external.org,IT,USA,Inactive
E0110,Employee 110,user110@company.com,Sales,USA,Active
E0111,Employee 111,user111@vendor.com,IT,Canada,Inactive
E0112,Employee 112,user112@vendor.com,Sales,Germany,Active
E0113,Employee 113,user113@vendor.com,IT,UK,Active
E0114,Employee 114,user114@vendor.com,Operations,Germany,Active
E0115,Employee 115,user115@company.com,HR,USA,Inactive
E0116,Employee 116,user116@external.org,Operations,Germany,Active
E0117,Employee 117,user117@external.org,Finance,UK,Inactive
E0118,Employee 118,user118@vendor.com,IT,UK,Active
E0119,Employee 119,user119@vendor.com,IT,Canada,Active
E0120,Employee 120,user120@vendor.com,IT,Germany,Inactive
E0121,Employee 121,user121@company.com,Operations,USA,Inactive
E0122,Employee 122,user122@company.com,Finance,Germany,Inactive
E0123,Employee 123,user123@external.org,Finance,Canada,Active
E0124,Employee 124,user124@vendor.com,Operations,USA,Inactive
E0125,Employee 125,user125@external.org,Finance,Germany,Active
E0126,Employee 126,user126@vendor.com,Operations,Germany,Inactive
E0127,Employee 127,user127@company.com,HR,India,Active
E0128,Employee 128,user128@company.com,HR,USA,Inactive
E0129,Employee 129,user129@company.com,Finance,UK,Inactive
E0130,Employee 130,user130@vendor.com,Finance,UK,Active
E0131,Employee 131,user131@company.com,Finance,Canada,Active
E0132,Employee 132,user132@vendor.com,HR,UK,Active
E0133,Employee 133,user133@vendor.com,Finance,UK,Inactive
E0134,Employee 134,user134@external.org,IT,India,Inactive
E0135,Employee 135,user135@company.com,HR,USA,Inactive
E0136,Employee 136,user136@vendor.com,HR,Canada,Active
E0137,Employee 137,user137@vendor.com,Finance,India,Inactive
E0138,Employee 138,user138@vendor.com,HR,UK,Inactive
E0139,Employee 139,user139@vendor.com,Finance,USA,Inactive
E0140,Employee 140,user140@company.com,IT,Germany,Inactive
E0141,Employee 141,user141@company.com,IT,Canada,Inactive
E0142,Employee 142,user142@external.org,Sales,India,Inactive
E0143,Employee 143,user143@company.com,Finance,UK,Inactive
E0144,Employee 144,user144@company.com,IT,Canada,Inactive
E0145,Employee 145,user145@external.org,IT,Germany,Active
E0146,Employee 146,user146@company.com,Finance,USA,Active
E0147,Employee 147,user147@company.com,Finance,India,Active
E0148,Employee 148,user148@external.org,Finance,India,Inactive
E0149,Employee 149,user149@vendor.com,IT,UK,Active
E0150,Employee 150,user150@vendor.com,IT,India,Inactive
E0151,Employee 151,user151@company.com,Sales,Canada,Inactive
E0152,Employee 152,user152@external.org,Sales,USA,Active
E0153,Employee 153,user153@company.com,IT,India,Inactive
E0154,Employee 154,user154@external.org,HR,India,Active
E0155,Employee 155,user155@company.com,Finance,USA,Active
E0156,Employee 156,user156@vendor.com,IT,USA,Inactive
E0157,Employee 157,user157@external.org,Sales,UK,Inactive
E0158,Employee 158,user158@vendor.com,Sales,India,Active
E0159,Employee 159,user159@vendor.com,IT,India,Inactive
E0160,Employee 160,user160@company.com,Finance,India,Inactive
E0161,Employee 161,user161@external.org,IT,Germany,Active
E0162,Employee 162,user162@external.org,HR,UK,Inactive
E0163,Employee 163,user163@external.org,HR,India,Active
E0164,Employee 164,user164@vendor.com,Finance,UK,Active
E0165,Employee 165,user165@external.org,IT,UK,Inactive
E0166,Employee 166,user166@company.com,Sales,UK,Inactive
E0167,Employee 167,user167@company.com,IT,UK,Inactive
E0168,Employee 168,user168@external.org,Finance,India,Active
E0169,Employee 169,user169@external.org,Finance,Canada,Active
E0170,Employee 170,user170@external.org,Sales,Germany,Active
E0171,Employee 171,user171@external.org,Operations,UK,Inactive
E0172,Employee 172,user172@company.com,Finance,India,Active
E0173,Employee 173,user173@external.org,Sales,UK,Inactive
E0174,Employee 174,user174@company.com,IT,UK,Active
E0175,Employee 175,user175@external.org,Operations,Canada,Active
E0176,Employee 176,user176@external.org,Operations,UK,Active
E0177,Employee 177,user177@company.com,Finance,USA,Inactive
E0178,Employee 178,user178@external.org,Sales,India,Inactive
E0179,Employee 179,user179@vendor.com,Sales,UK,Inactive
E0180,Employee 180,user180@external.org,HR,Germany,Inactive
E0181,Employee 181,user181@company.com,Finance,Canada,Inactive
E0182,Employee 182,user182@vendor.com,Sales,USA,Active
E0183,Employee 183,user183@company.com,HR,USA,Inactive
E0184,Employee 184,user184@vendor.com,Sales,Canada,Active
E0185,Employee 185,user185@external.org,Finance,Canada,Inactive
E0186,Employee 186,user186@external.org,IT,UK,Active
E0187,Employee 187,user187@company.com,HR,India,Inactive
E0188,Employee 188,user188@external.org,IT,UK,Inactive
E0189,Employee 189,user189@vendor.com,Finance,UK,Inactive
E0190,Employee 190,user190@external.org,Finance,Germany,Active
E0191,Employee 191,user191@external.org,IT,India,Inactive
E0192,Employee 192,user192@vendor.com,IT,UK,Inactive
E0193,Employee 193,user193@vendor.com,Sales,Canada,Inactive
E0194,Employee 194,user194@external.org,HR,USA,Inactive
E0195,Employee 195,user195@company.com,HR,India,Inactive
E0196,Employee 196,user196@external.org,Finance,Canada,Inactive
E0197,Employee 197,user197@vendor.com,Operations,UK,Active
E0198,Employee 198,user198@external.org,IT,USA,Inactive
E0199,Employee 199,user199@company.com,Finance,USA,Inactive
E0200,Employee 200,user200@external.org,HR,India,Active
E0201,Employee 201,user201@company.com,Finance,USA,Active
E0202,Employee 202,user202@vendor.com,Operations,USA,Inactive
E0203,Employee 203,user203@external.org,Operations,USA,Inactive
E0204,Employee 204,user204@vendor.com,Operations,UK,Inactive
E0205,Employee 205,user205@company.com,Operations,Germany,Active
E0206,Employee 206,user206@external.org,IT,Canada,Inactive
E0207,Employee 207,user207@external.org,Operations,Germany,Inactive
E0208,Employee 208,user208@vendor.com,IT,UK,Active
E0209,Employee 209,user209@vendor.com,IT,UK,Inactive
E0210,Employee 210,user210@external.org,Sales,Canada,Active
E0211,Employee 211,user211@company.com,HR,USA,Inactive
E0212,Employee 212,user212@external.org,Operations,USA,Active
E0213,Employee 213,user213@company.com,Sales,India,Inactive
E0214,Employee 214,user214@external.org,HR,India,Inactive
E0215,Employee 215,user215@vendor.com,Sales,Canada,Active
E0216,Employee 216,user216@vendor.com,HR,USA,Inactive
E0217,Employee 217,user217@external.org,HR,UK,Active
E0218,Employee 218,user218@company.com,Finance,USA,Inactive
E0219,Employee 219,user219@external.org,Sales,USA,Inactive
E0220,Employee 220,user220@vendor.com,Operations,USA,Active
E0221,Employee 221,user221@company.com,Sales,UK,Active
E0222,Employee 222,user222@vendor.com,IT,India,Active
E0223,Employee 223,user223@external.org,Sales,India,Inactive
E0224,Employee 224,user224@vendor.com,Operations,UK,Active
E0225,Employee 225,user225@vendor.com,Finance,India,Inactive
E0226,Employee 226,user226@vendor.com,Finance,India,Active
E0227,Employee 227,user227@vendor.com,Sales,India,Active
E0228,Employee 228,user228@external.org,Finance,Canada,Active
E0229,Employee 229,user229@vendor.com,Operations,UK,Inactive
E0230,Employee 230,user230@external.org,Sales,India,Inactive
E0231,Employee 231,user231@vendor.com,Sales,UK,Inactive
E0232,Employee 232,user232@company.com,HR,India,Inactive
E0233,Employee 233,user233@external.org,IT,UK,Active
E0234,Employee 234,user234@vendor.com,IT,UK,Inactive
E0235,Employee 235,user235@company.com,Operations,UK,Inactive
E0236,Employee 236,user236@vendor.com,Sales,USA,Active
E0237,Employee 237,user237@company.com,Operations,India,Active
E0238,Employee 238,user238@external.org,Operations,USA,Inactive
E0239,Employee 239,user239@company.com,Finance,Canada,Inactive
E0240,Employee 240,user240@company.com,HR,Germany,Active
E0241,Employee 241,user241@vendor.com,Finance,Germany,Active
E0242,Employee 242,user242@external.org,IT,Germany,Active
E0243,Employee 243,user243@external.org,IT,USA,Active
E0244,Employee 244,user244@external.org,Sales,Canada,Inactive
E0245,Employee 245,user245@external.org,Finance,USA,Active
E0246,Employee 246,user246@vendor.com,Sales,Germany,Inactive
E0247,Employee 247,user247@company.com,HR,UK,Inactive
E0248,Employee 248,user248@company.com,HR,UK,Active
E0249,Employee 249,user249@external.org,Operations,Germany,Active
E0250,Employee 250,user250@company.com,Sales,UK,Inactive
E0251,Employee 251,user251@external.org,Sales,Canada,Inactive
E0252,Employee 252,user252@company.com,Finance,UK,Inactive
E0253,Employee 253,user253@vendor.com,HR,UK,Inactive
E0254,Employee 254,user254@vendor.com,IT,Germany,Active
E0255,Employee 255,user255@vendor.com,Operations,India,Active
E0256,Employee 256,user256@company.com,IT,Germany,Inactive
E0257,Employee 257,user257@external.org,Sales,UK,Active
E0258,Employee 258,user258@vendor.com,HR,Germany,Inactive
E0259,Employee 259,user259@external.org,Operations,Germany,Inactive
E0260,Employee 260,user260@external.org,HR,India,Inactive
E0261,Employee 261,user261@company.com,IT,USA,Inactive
E0262,Employee 262,user262@vendor.com,IT,Germany,Inactive
E0263,Employee 263,user263@vendor.com,IT,UK,Active
E0264,Employee 264,user264@external.org,HR,Germany,Inactive
E0265,Employee 265,user265@company.com,Sales,UK,Active
E0266,Employee 266,user266@external.org,HR,UK,Inactive
E0267,Employee 267,user267@vendor.com,Sales,India,Active
E0268,Employee 268,user268@vendor.com,Sales,Canada,Active
E0269,Employee 269,user269@company.com,HR,Germany,Inactive
E0270,Employee 270,user270@company.com,Finance,Canada,Active
E0271,Employee 271,user271@company.com,IT,UK,Active
E0272,Employee 272,user272@company.com,Operations,Germany,Inactive
E0273,Employee 273,user273@vendor.com,Finance,India,Active
E0274,Employee 274,user274@company.com,HR,India,Inactive
E0275,Employee 275,user275@company.com,HR,Germany,Inactive
E0276,Employee 276,user276@external.org,HR,UK,Active
E0277,Employee 277,user277@company.com,Sales,UK,Inactive
E0278,Employee 278,user278@company.com,Operations,India,Active
E0279,Employee 279,user279@company.com,Finance,USA,Active
E0280,Employee 280,user280@company.com,Sales,Canada,Inactive
E0281,Employee 281,user281@company.com,HR,India,Active
E0282,Employee 282,user282@vendor.com,HR,Canada,Active
E0283,Employee 283,user283@external.org,IT,UK,Active
E0284,Employee 284,user284@external.org,HR,USA,Active
E0285,Employee 285,user285@external.org,Finance,UK,Active
E0286,Employee 286,user286@company.com,HR,Germany,Active
E0287,Employee 287,user287@vendor.com,Finance,USA,Active
E0288,Employee 288,user288@company.com,HR,India,Active
E0289,Employee 289,user289@external.org,IT,India,Inactive
E0290,Employee 290,user290@company.com,Sales,UK,Active
E0291,Employee 291,user291@company.com,Finance,Canada,Active
E0292,Employee 292,user292@vendor.com,IT,India,Inactive
E0293,Employee 293,user293@vendor.com,IT,India,Active
E0294,Employee 294,user294@company.com,HR,UK,Inactive
E0295,Employee 295,user295@company.com,Sales,India,Inactive
E0296,Employee 296,user296@vendor.com,IT,USA,Active
E0297,Employee 297,user297@external.org,Operations,Canada,Active
E0298,Employee 298,user298@company.com,Sales,Canada,Active
E0299,Employee 299,user299@external.org,IT,India,Inactive
E0300,Employee 300,user300@company.com,Finance,UK,Active
E0301,Employee 301,user301@vendor.com,IT,USA,Inactive
E0302,Employee 302,user302@company.com,Sales,UK,Inactive
E0303,Employee 303,user303@vendor.com,Operations,Canada,Inactive
E0304,Employee 304,user304@external.org,IT,UK,Inactive
E0305,Employee 305,user305@company.com,Operations,Canada,Inactive
E0306,Employee 306,user306@company.com,IT,Canada,Active
E0307,Employee 307,user307@company.com,IT,Canada,Inactive
E0308,Employee 308,user308@vendor.com,Sales,Germany,Inactive
E0309,Employee 309,user309@external.org,Operations,UK,Active
E0310,Employee 310,user310@vendor.com,IT,Canada,Active
E0311,Employee 311,user311@company.com,Sales,Canada,Active
E0312,Employee 312,user312@company.com,Operations,UK,Inactive
E0313,Employee 313,user313@external.org,Operations,Germany,Active
E0314,Employee 314,user314@vendor.com,Operations,Germany,Inactive
E0315,Employee 315,user315@vendor.com,IT,UK,Inactive
E0316,Employee 316,user316@company.com,Sales,UK,Active
E0317,Employee 317,user317@company.com,HR,UK,Active
E0318,Employee 318,user318@external.org,Sales,USA,Inactive
E0319,Employee 319,user319@external.org,Sales,Canada,Active
E0320,Employee 320,user320@company.com,HR,UK,Inactive
E0321,Employee 321,user321@vendor.com,IT,UK,Active
E0322,Employee 322,user322@external.org,Operations,UK,Inactive
E0323,Employee 323,user323@external.org,HR,USA,Inactive
E0324,Employee 324,user324@vendor.com,Finance,USA,Active
E0325,Employee 325,user325@external.org,HR,USA,Active
E0326,Employee 326,user326@vendor.com,HR,USA,Active
E0327,Employee 327,user327@vendor.com,IT,USA,Inactive
E0328,Employee 328,user328@vendor.com,IT,India,Active
E0329,Employee 329,user329@company.com,HR,Canada,Active
E0330,Employee 330,user330@external.org,Sales,USA,Inactive
E0331,Employee 331,user331@company.com,Sales,UK,Inactive
E0332,Employee 332,user332@company.com,Sales,India,Active
E0333,Employee 333,user333@vendor.com,Operations,UK,Inactive
E0334,Employee 334,user334@company.com,HR,UK,Active
E0335,Employee 335,user335@company.com,Finance,USA,Active
E0336,Employee 336,user336@company.com,IT,UK,Active
E0337,Employee 337,user337@external.org,IT,Canada,Active
E0338,Employee 338,user338@external.org,Sales,Germany,Active
E0339,Employee 339,user339@vendor.com,Sales,USA,Active
E0340,Employee 340,user340@external.org,Finance,India,Inactive
E0341,Employee 341,user341@vendor.com,Sales,USA,Inactive
E0342,Employee 342,user342@vendor.com,Sales,Germany,Inactive
E0343,Employee 343,user343@vendor.com,IT,Germany,Inactive
E0344,Employee 344,user344@external.org,IT,India,Inactive
E0345,Employee 345,user345@external.org,Sales,Germany,Inactive
E0346,Employee 346,user346@vendor.com,Sales,UK,Active
E0347,Employee 347,user347@external.org,HR,Canada,Inactive
E0348,Employee 348,user348@external.org,IT,USA,Inactive
E0349,Employee 349,user349@external.org,Operations,USA,Inactive
E0350,Employee 350,user350@vendor.com,Sales,Canada,Inactive
E0351,Employee 351,user351@vendor.com,HR,India,Inactive
E0352,Employee 352,user352@external.org,IT,Canada,Active
E0353,Employee 353,user353@external.org,IT,India,Inactive
E0354,Employee 354,user354@company.com,Operations,Germany,Active
E0355,Employee 355,user355@external.org,Sales,India,Active
E0356,Employee 356,user356@vendor.com,Finance,UK,Active
E0357,Employee 357,user357@company.com,Finance,USA,Inactive
E0358,Employee 358,user358@external.org,Operations,India,Inactive
E0359,Employee 359,user359@external.org,HR,UK,Active
E0360,Employee 360,user360@company.com,Sales,India,Inactive
E0361,Employee 361,user361@company.com,Finance,USA,Inactive
E0362,Employee 362,user362@external.org,Sales,USA,Inactive
E0363,Employee 363,user363@company.com,IT,Germany,Active
E0364,Employee 364,user364@vendor.com,Finance,India,Inactive
E0365,Employee 365,user365@external.org,Sales,Canada,Inactive
E0366,Employee 366,user366@external.org,Sales,UK,Active
E0367,Employee 367,user367@vendor.com,Operations,India,Inactive
E0368,Employee 368,user368@company.com,Operations,India,Active
E0369,Employee 369,user369@vendor.com,HR,UK,Active
E0370,Employee 370,user370@external.org,Finance,UK,Inactive
E0371,Employee 371,user371@vendor.com,Sales,UK,Active
E0372,Employee 372,user372@company.com,HR,Germany,Active
E0373,Employee 373,user373@company.com,Operations,India,Active
E0374,Employee 374,user374@vendor.com,HR,Germany,Active
E0375,Employee 375,user375@company.com,Sales,Germany,Active
E0376,Employee 376,user376@external.org,Operations,India,Active
E0377,Employee 377,user377@vendor.com,HR,UK,Active
E0378,Employee 378,user378@vendor.com,Finance,USA,Inactive
E0379,Employee 379,user379@vendor.com,Operations,India,Inactive
E0380,Employee 380,user380@company.com,Sales,UK,Active
E0381,Employee 381,user381@vendor.com,HR,Germany,Active
E0382,Employee 382,user382@external.org,Sales,India,Active
E0383,Employee 383,user383@external.org,HR,Canada,Inactive
E0384,Employee 384,user384@vendor.com,IT,UK,Active
E0385,Employee 385,user385@company.com,IT,Germany,Inactive
E0386,Employee 386,user386@vendor.com,Finance,Germany,Active
E0387,Employee 387,user387@vendor.com,HR,UK,Inactive
E0388,Employee 388,user388@vendor.com,IT,UK,Inactive
E0389,Employee 389,user389@company.com,Finance,Germany,Inactive
E0390,Employee 390,user390@company.com,Finance,Germany,Active
E0391,Employee 391,user391@external.org,Sales,USA,Active
E0392,Employee 392,user392@company.com,HR,India,Active
E0393,Employee 393,user393@external.org,Operations,India,Inactive
E0394,Employee 394,user394@external.org,HR,UK,Active
E0395,Employee 395,user395@company.com,Finance,UK,Inactive
E0396,Employee 396,user396@vendor.com,IT,USA,Active
E0397,Employee 397,user397@vendor.com,HR,UK,Inactive
E0398,Employee 398,user398@vendor.com,Sales,Germany,Active
E0399,Employee 399,user399@vendor.com,Finance,Canada,Inactive
E0400,Employee 400,user400@company.com,IT,Canada,Active
E0401,Employee 401,user401@company.com,Sales,Germany,Active
E0402,Employee 402,user402@external.org,HR,India,Inactive
E0403,Employee 403,user403@vendor.com,Finance,Canada,Inactive
E0404,Employee 404,user404@external.org,Finance,USA,Active
E0405,Employee 405,user405@external.org,Operations,Canada,Active
E0406,Employee 406,user406@external.org,Finance,Germany,Inactive
E0407,Employee 407,user407@company.com,Operations,UK,Inactive
E0408,Employee 408,user408@vendor.com,HR,Canada,Active
E0409,Employee 409,user409@company.com,Operations,Canada,Active
E0410,Employee 410,user410@company.com,Sales,UK,Inactive
E0411,Employee 411,user411@company.com,Operations,USA,Inactive
E0412,Employee 412,user412@external.org,HR,Canada,Inactive
E0413,Employee 413,user413@external.org,Operations,Canada,Active
E0414,Employee 414,user414@vendor.com,Sales,India,Active
E0415,Employee 415,user415@external.org,Finance,UK,Inactive
E0416,Employee 416,user416@vendor.com,HR,India,Active
E0417,Employee 417,user417@external.org,HR,India,Inactive
E0418,Employee 418,user418@external.org,Finance,UK,Inactive
E0419,Employee 419,user419@vendor.com,Sales,USA,Active
E0420,Employee 420,user420@company.com,HR,USA,Active
E0421,Employee 421,user421@vendor.com,Sales,USA,Inactive
E0422,Employee 422,user422@vendor.com,HR,India,Inactive
E0423,Employee 423,user423@company.com,Sales,UK,Active
E0424,Employee 424,user424@vendor.com,Operations,Germany,Inactive
E0425,Employee 425,user425@company.com,HR,India,Active
E0426,Employee 426,user426@vendor.com,Operations,Germany,Active
E0427,Employee 427,user427@vendor.com,Finance,Germany,Active
E0428,Employee 428,user428@vendor.com,Sales,Germany,Inactive
E0429,Employee 429,user429@external.org,Operations,UK,Inactive
E0430,Employee 430,user430@company.com,Operations,Germany,Inactive
E0431,Employee 431,user431@company.com,Sales,Germany,Active
E0432,Employee 432,user432@external.org,Sales,Germany,Active
E0433,Employee 433,user433@external.org,Finance,USA,Inactive
E0434,Employee 434,user434@company.com,Sales,Canada,Inactive
E0435,Employee 435,user435@company.com,Finance,USA,Active
E0436,Employee 436,user436@external.org,Sales,Germany,Active
E0437,Employee 437,user437@vendor.com,Finance,Canada,Active
E0438,Employee 438,user438@company.com,Operations,Canada,Active
E0439,Employee 439,user439@external.org,Operations,India,Active
E0440,Employee 440,user440@company.com,Finance,Germany,Inactive
E0441,Employee 441,user441@external.org,IT,India,Active
E0442,Employee 442,user442@vendor.com,Operations,Canada,Inactive
E0443,Employee 443,user443@external.org,Finance,USA,Inactive
E0444,Employee 444,user444@company.com,IT,Canada,Active
E0445,Employee 445,user445@vendor.com,HR,Germany,Active
E0446,Employee 446,user446@vendor.com,Operations,India,Active
E0447,Employee 447,user447@company.com,Operations,Germany,Inactive
E0448,Employee 448,user448@external.org,IT,UK,Inactive
E0449,Employee 449,user449@external.org,Operations,USA,Active
E0450,Employee 450,user450@external.org,Finance,UK,Inactive
E0451,Employee 451,user451@external.org,Operations,UK,Active
E0452,Employee 452,user452@vendor.com,Sales,India,Active
E0453,Employee 453,user453@company.com,Finance,Germany,Inactive
E0454,Employee 454,user454@company.com,IT,India,Inactive
E0455,Employee 455,user455@external.org,Finance,UK,Active
E0456,Employee 456,user456@vendor.com,Finance,Canada,Inactive
E0457,Employee 457,user457@vendor.com,Finance,India,Inactive
E0458,Employee 458,user458@company.com,Sales,Canada,Inactive
E0459,Employee 459,user459@external.org,HR,Germany,Inactive
E0460,Employee 460,user460@company.com,IT,Canada,Inactive
E0461,Employee 461,user461@company.com,IT,UK,Inactive
E0462,Employee 462,user462@vendor.com,HR,India,Active
E0463,Employee 463,user463@company.com,Sales,USA,Inactive
E0464,Employee 464,user464@company.com,Operations,Canada,Active
E0465,Employee 465,user465@external.org,IT,Germany,Inactive
E0466,Employee 466,user466@external.org,Sales,USA,Inactive
E0467,Employee 467,user467@external.org,Finance,USA,Inactive
E0468,Employee 468,user468@company.com,Finance,Germany,Inactive
E0469,Employee 469,user469@external.org,Operations,UK,Active
E0470,Employee 470,user470@vendor.com,Sales,India,Inactive
E0471,Employee 471,user471@vendor.com,Sales,Canada,Inactive
E0472,Employee 472,user472@company.com,HR,India,Active
E0473,Employee 473,user473@external.org,HR,USA,Active
E0474,Employee 474,user474@vendor.com,Sales,Germany,Inactive
E0475,Employee 475,user475@vendor.com,Sales,Canada,Inactive
E0476,Employee 476,user476@vendor.com,IT,UK,Active
E0477,Employee 477,user477@vendor.com,Operations,India,Inactive
E0478,Employee 478,user478@external.org,HR,Germany,Active
E0479,Employee 479,user479@vendor.com,IT,USA,Active
E0480,Employee 480,user480@vendor.com,Sales,India,Active
E0481,Employee 481,user481@external.org,Sales,Germany,Active
E0482,Employee 482,user482@company.com,IT,USA,Active
E0483,Employee 483,user483@vendor.com,Finance,India,Inactive
E0484,Employee 484,user484@vendor.com,Finance,Canada,Active
E0485,Employee 485,user485@vendor.com,Operations,Canada,Inactive
E0486,Employee 486,user486@external.org,IT,Germany,Active
E0487,Employee 487,user487@external.org,Operations,Germany,Active
E0488,Employee 488,user488@external.org,HR,Germany,Inactive
E0489,Employee 489,user489@external.org,Operations,Canada,Inactive
E0490,Employee 490,user490@external.org,HR,USA,Inactive
